#TYPE VMware.VimAutomation.ViCore.Impl.V1.VM.UniversalVirtualMachineImpl
"Name","PowerState","Notes","Guest","NumCpu","CoresPerSocket","MemoryMB","MemoryGB","VMHostId","VMHost","VApp","FolderId","Folder","ResourcePoolId","ResourcePool","HARestartPriority","HAIsolationResponse","DrsAutomationLevel","VMSwapfilePolicy","VMResourceConfiguration","Version","PersistentId","GuestId","UsedSpaceGB","ProvisionedSpaceGB","DatastoreIdList","ExtensionData","CustomFields","Id","Uid","Client"
"ADAPTER3","PoweredOn","","ADAPTER3:Microsoft Windows Server 2003 Standard (32-bit)","1","1","1000","0.9765625","HostSystem-host-221702","bib-vwpbp-c03.fbisp.eu",,"Folder-group-v23","Discovered virtual machine","ResourcePool-resgroup-14","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/10000","v10","501dc705-010d-9475-33f8-bb46f4b8b41c","winNetStandardGuest","21.795597088523209095001220703","21.795597741380333900451660156","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-43111","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-43111/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"newapp-online-2","PoweredOn","","newapp-online-2:Microsoft Windows Server 2008 R2 (64-bit)","4","1","4096","4","HostSystem-host-221702","bib-vwpbp-c03.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-14","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/40960","v10","501ded8a-78d7-778c-8da6-61eef0c2962b","windows7Server64Guest","39.141201793216168880462646484","39.141202345490455627441406250","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-11200","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-11200/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"PRGMAS09","PoweredOn","VM Imported from OBK-MAS-01","PRGMAS09:Microsoft Windows XP Professional (32-bit)","2","1","2048","2","HostSystem-host-221702","bib-vwpbp-c03.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-14","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/20480","v10","501dfaaf-1bb2-9b9d-2201-8394c8d9f153","winXPProGuest","32.820907232351601123809814453","32.820907793007791042327880859","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-3457","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-3457/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"EXnlb1","PoweredOn","VM Imported from EXnlb1","EXnlb1:Microsoft Windows Server 2003 Standard (32-bit)","1","1","1024","1","HostSystem-host-221702","bib-vwpbp-c03.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-14","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/10240","v10","501d6f6a-0c00-2d83-7a5e-2014b0ca8535","winNetStandardGuest","16.816865664906799793243408203","16.816866221837699413299560547","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-6088","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-6088/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"spk2retail-01","PoweredOn","","spk2retail-01:Microsoft Windows Server 2003 Standard (32-bit)","1","1","1024","1","HostSystem-host-221702","bib-vwpbp-c03.fbisp.eu",,"Folder-group-v23","Discovered virtual machine","ResourcePool-resgroup-14","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/10240","v10","501d1f1b-0e6a-5f97-7e52-5a18934b5cce","winNetStandardGuest","21.822804448194801807403564453","21.822805018164217472076416016","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-43094","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-43094/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"PrgWs04","PoweredOn","","PrgWs04:Microsoft Windows 7 (64-bit)","2","2","8192","8","HostSystem-host-221702","bib-vwpbp-c03.fbisp.eu",,"Folder-group-v23","Discovered virtual machine","ResourcePool-resgroup-14","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/81920","v10","500bd385-555b-570d-39e1-913337387395","windows7_64Guest","48.148714247159659862518310547","48.148714784532785415649414063","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-111951","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-111951/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"ILMT","PoweredOn","","ILMT:Microsoft Windows Server 2008 R2 (64-bit)","2","1","4096","4","HostSystem-host-221702","bib-vwpbp-c03.fbisp.eu",,"Folder-group-v23","Discovered virtual machine","ResourcePool-resgroup-14","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","501d9284-fcdf-ba60-b7e4-d1aa226aeeeb","windows7Server64Guest","49.157692759297788143157958984","49.157693291082978248596191406","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-3799","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-3799/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"Obr7-Mas-07","PoweredOn","","Obr7-Mas-07:Microsoft Windows 7 (32-bit)","2","2","4096","4","HostSystem-host-221702","bib-vwpbp-c03.fbisp.eu",,"Folder-group-v23","Discovered virtual machine","ResourcePool-resgroup-14","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/20480","v10","500bb389-8a5d-2b3e-4ccc-08e808c3750a","windows7Guest","44.148772553540766239166259766","44.148773190565407276153564454","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-62301","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-62301/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"identikey1","PoweredOn","","identikey1:Microsoft Windows Server 2008 R2 (64-bit)","4","1","8192","8","HostSystem-host-221702","bib-vwpbp-c03.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-14","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/81920","v10","501dd5f2-b55f-49ba-ad21-0af6ab281c2a","windows7Server64Guest","40.149964669719338417053222656","40.149965212680399417877197265","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-11197","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-11197/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"www-sql-01","PoweredOn","","www-sql-01:Microsoft Windows Server 2012 (64-bit)","4","1","4096","4","HostSystem-host-221702","bib-vwpbp-c03.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-14","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/40960","v10","500b8be0-a33f-0c1c-90fb-da12f1822a45","windows7Server64Guest","104.13981798663735389709472656","104.13981862552464008331298828","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-142192","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-142192/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"card-mas-04","PoweredOn","","card-mas-04:Microsoft Windows 2000 Server","1","1","1024","1","HostSystem-host-221702","bib-vwpbp-c03.fbisp.eu",,"Folder-group-v23","Discovered virtual machine","ResourcePool-resgroup-14","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/10240","v10","501deb0d-3213-ebc2-087b-6a459e4d9b4c","win2000ServGuest","9.819827974773943424224853516","9.819828541018068790435791016","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-3807","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-3807/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"OCR7-PS-08","PoweredOn","","OCR7-PS-08:Microsoft Windows 7 (64-bit)","4","2","2048","2","HostSystem-host-221702","bib-vwpbp-c03.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-14","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/20480","v10","501db663-4124-0baf-881a-2fef1932e3f9","windows7_64Guest","42.14988578855991363525390625","42.149886331520974636077880859","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-3949","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-3949/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"www-app-01","PoweredOn","","www-app-01:Microsoft Windows Server 2012 (64-bit)","4","1","8192","8","HostSystem-host-221702","bib-vwpbp-c03.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-14","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/81920","v10","501df259-ca5e-a5c2-bc7a-59bf086955de","windows7Server64Guest","58.150767199695110321044921875","58.150767743587493896484375000","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-6118","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-6118/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"BIZONLINE","PoweredOn","","BIZONLINE:Microsoft Windows Server 2008 (32-bit)","4","4","8192","8","HostSystem-host-221702","bib-vwpbp-c03.fbisp.eu",,"Folder-group-v23","Discovered virtual machine","ResourcePool-resgroup-14","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/16000 MemShares:Normal/40960","v10","500b6dc5-d1e9-43d6-0e92-8cb1c7d0c119","winLonghornGuest","98.15270909573882818222045898","98.15271100681275129318237304","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-176299","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-176299/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"b2b-be-01","PoweredOn","","b2b-be-01:Microsoft Windows Server 2003 Standard (32-bit)","1","1","1016","0.9921875","HostSystem-host-221702","bib-vwpbp-c03.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-14","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Custom/3000 MemShares:Custom/1016","v10","501de472-41eb-d246-b066-35bbecde5df9","winNetStandardGuest","13.840533968061208724975585938","13.840534530580043792724609376","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-3472","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-3472/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"ob-gateway1","PoweredOn","","ob-gateway1:Microsoft Windows Server 2008 (32-bit)","2","1","2048","2","HostSystem-host-221702","bib-vwpbp-c03.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-14","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/20480","v10","501dbd5e-2794-ffa6-5abd-9ea8a164c592","winLonghornGuest","30.120463996194303035736083984","30.120464541018009185791015625","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-11222","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-11222/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"Ob-adapter2","PoweredOn","","Ob-adapter2:Microsoft Windows Server 2008 R2 (64-bit)","4","1","4096","4","HostSystem-host-22217","bib-vwpbp-a14.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-14","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/40960","v10","501dcfe9-7184-42d0-291c-2e5a9734bc6a","windows7Server64Guest","30.139906892552971839904785156","34.139907437376677989959716797","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-11221","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-11221/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"mx-out-02","PoweredOn","","mx-out-02:CentOS 4/5/6/7 (64-bit)","2","1","2048","2","HostSystem-host-22217","bib-vwpbp-a14.fbisp.eu",,"Folder-group-v23","Discovered virtual machine","ResourcePool-resgroup-14","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/20480","v10","501df6df-4dbb-cfc4-00b3-cfcc6ef69aac","centos64Guest","17.132070620544254779815673828","17.132071161642670631408691406","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-43070","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-43070/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"HobitDB","PoweredOn","","HobitDB:Microsoft Windows Server 2012 (64-bit)","8","4","16384","16","HostSystem-host-22217","bib-vwpbp-a14.fbisp.eu",,"Folder-group-v23","Discovered virtual machine","ResourcePool-resgroup-14","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/40960","v10","500b6376-9f84-65d1-99b4-edd58fa1a9f6","windows8Server64Guest","5066.2113422518596053123474121","5066.2113465908914804458618164","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-104829","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-104829/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"nagios-prm","PoweredOn","","nagios-prm:CentOS 4/5/6/7 (64-bit)","8","1","12288","12","HostSystem-host-22217","bib-vwpbp-a14.fbisp.eu",,"Folder-group-v23","Discovered virtual machine","ResourcePool-resgroup-14","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/81920","v10","501d9d20-e853-6126-e6ab-2964e23c8afd","centos64Guest","132.13160354550927877426147461","132.13160409033298492431640625","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-43080","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-43080/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"bibco-app1","PoweredOn","","bibco-app1:Microsoft Windows Server 2008 R2 (64-bit)","2","1","16384","16","HostSystem-host-22217","bib-vwpbp-a14.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-14","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/81920","v10","501dacff-2aab-cbd4-d832-3b23bd30764f","windows7Server64Guest","40.204578287899494171142578125","56.204578830860555171966552734","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-2398","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-2398/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"Procur02","PoweredOff",,"Procur02:Microsoft Windows Server 2008 R2 (64-bit)","2","1","4096","4","HostSystem-host-22217","bib-vwpbp-a14.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-14","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","501de6e5-408c-c860-3137-2e50be9e0a71","windows7Server64Guest","532.00286167953163385391235352","536.26584020070731639862060547","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-2433","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-2433/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"ARHWB","PoweredOn","","ARHWB:Microsoft Windows Server 2012 (64-bit)","8","2","16384","16","HostSystem-host-22217","bib-vwpbp-a14.fbisp.eu",,"Folder-group-v23","Discovered virtual machine","ResourcePool-resgroup-14","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/40960","v10","500b12fa-ba4b-65f8-9087-f787fae7cdae","windows8Server64Guest","6025.199437322095036506652832","6025.1994400136172771453857422","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-98175","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-98175/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"OCR7-PS-20","PoweredOn","","OCR7-PS-20:Microsoft Windows 7 (64-bit)","4","2","2048","2","HostSystem-host-22217","bib-vwpbp-a14.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-14","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/20480","v10","501dd560-7070-c27d-3de0-350e077c7e9b","windows7_64Guest","42.149893175810575485229492188","42.149893718771636486053466797","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-3461","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-3461/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"CSPlatform","PoweredOn","","CSPlatform:Microsoft Windows Server 2008 R2 (64-bit)","4","1","16384","16","HostSystem-host-22217","bib-vwpbp-a14.fbisp.eu",,"Folder-group-v23","Discovered virtual machine","ResourcePool-resgroup-14","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/163840","v10","501d8e1f-519d-f58f-4efc-443c36aaf5c2","windows7Server64Guest","32.141746632754802703857421875","48.141747175715863704681396484","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-2394","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-2394/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"EDMS","PoweredOn","","EDMS:Microsoft Windows Server 2012 (64-bit)","4","1","8192","8","HostSystem-host-22217","bib-vwpbp-a14.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-14","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/40960","v10","500bd6ff-db9c-3088-9231-8070c62be7a0","windows7Server64Guest","128.17777470685541629791259766","128.17777577601373195648193360","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-176597","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-176597/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
